English,Chinese
I'll start with when I was eight years old. ,而事實上跟據蘋果公司所講 佢哋自己都冇辦法睇到短訊內容 
"I took a wood box, and I buried a dollar bill, a pen and a fork inside this box in Colorado. ",同樣，如果你用 FaceTime 同你嘅朋友或者心愛嘅人 做音訊通話或者視像通話嘅話 同樣都係無法輕易俾人截取到嘅 
"And I thought some strange humanoids or aliens in 500 years would find this box and learn about the way our species exchanged ideas, maybe how we ate our spaghetti. ",而且唔只係蘋果 
I really didn't know. ,宜家由臉書擁有、全世界用戶有幾億嘅 Whatsapp 都已經喺佢嘅產品裡面 加咗強大嘅加密系統 呢樣亦代表咗聖公會南半球聯盟嘅人都 唔使喺佢哋政府 —— 通常係專制政府 截取佢哋嘅短訊嘅情況下輕易噉通訊 
"Anyway, this is kind of funny, because here I am, 30 years later, and I'm still making boxes. ",經過一百年嚟 都可以任何時間同任何地方偷聽電話 你都想像到政府官員 對於唔可以再偷聽會非常唔高興 
"Now, at some point I was in Hawaii -- I like to hike and surf and do all that weird stuff, and I was making a collage for my ma. ",而且事實上 呢樣嘢係發生梗嘅 
"And I took a dictionary and I ripped it up, and I made it into a sort of Agnes Martin grid, and I poured resin all over it and a bee got stuck. ",政府官員宜家好癲 
"Now, she's afraid of bees and she's allergic to them, so I poured more resin on the canvas, thinking I could hide it or something. ",他哋之所以癲並唔係因為 呢啲加密工具出現咗 
"Instead, the opposite happened: It sort of created a magnification, like a magnifying glass, on the dictionary text. ",佢哋最嬲嘅 係科技公司已經將加密功能 擺喺佢哋產品裡面 而且透過預設將佢哋開著 
So what did I do? I built more boxes. ,預設至係重點 
"This time, I started putting electronics, frogs, strange bottles I'd find in the street -- anything I could find -- because I was always finding things my whole life, and trying to make relationships and tell stories between these objects. ",簡單嚟講 科技公司令加密技術體現咗民主 
"So I started drawing around the objects, and I realized: Holy moly, I can draw in space! ",於是政府官員，好似英國首相卡梅倫噉 都認為所有通訊內容 無論係電郵、短訊、語音通話 都應該係可以俾政府獲取到嘅 而加密技術令到呢件事困難 
"I can make free-floating lines, like the way you would draw around a dead body at a crime scene. ",我宜家對於佢哋嘅睇法超級同情 
"So I took the objects out, and I created my own taxonomy of invented specimens. ",我哋唔單止活喺一個危險嘅時候 仲係活喺一個危險嘅世界 嗰度真係有壞人 
"First, botanical -- which you can kind of get a sense of. ",有恐怖分子同其他嚴重嘅國家安全威脅 我估我哋都想聯邦調查局 同國土安全部去監察著 
Then I made some weird insects and creatures. ,但係呢啲監控工作係有成本嘅 
It was really fun; I was just drawing on the layers of resin. ,噉係因為嗰度冇一樣嘢叫 恐怖分子手提電腦 或者毒販手機 
"And it was cool, because I was actually starting to have shows and stuff, I was making some money, I could take my girlfriend for dinner, and like, go to Sizzler. ",我哋都用梗同一樣通訊設備 
"It was some good shit, man. ",意思係假如毒販嘅電話通話 或者恐怖份子嘅電話通話可以被截聽 我哋都一樣可以俾人截聽 
"(Laughter) At some point, I got up to the human form, life-size resin sculptures with drawings of humans inside the layers. ",我諗我哋真係需要去問 世界上十億嘅人應唔應該仲用 呢啲方便人哋監聽嘅設備呢？ 
"This was great, except for one thing: I was going to die. ",所以我頭先講嘅入侵監聽系統 並唔非係憑空想像嘅 
"I didn't know what to do, because the resin was going to kill me. ",喺 2009 年 谷歌同微軟喺佢哋網絡加設嘅監控系統 一個喺警方合法要求監聽嗰陣 佢哋會提供資料嘅系統 就俾中國政府所破解咗 因為中國政府想搵出 美國政府監察佢哋邊個特務 
And I went to bed every night thinking about it. ,另一宗破解發生喺2004 年 不明來歷嘅人攻入咗 希臘最大嘅電話公司 「 Vodafone 希臘」網絡裡面嘅監聽系統 個監聽系統就噉俾人 用嚟偷聽希臘總理嘅通話 同埋內閣成員嘅通話 
So I tried using glass. ,做呢單嘢嘅外國政府或者駭客 始終冇被搵到 
"I started drawing on the layers of glass, almost like if you drew on a window, then you put another window, and another window, and you had all these windows together that made a three-dimensional composition. ",冇錯 監聽系統或者後門存在著好大問題 
"And this really worked, because I could stop using the resin. ",當你喺通訊網絡或者喺一件科技裏面 整一個後門 你無法子控制邊個會穿過呢個後門 
"So I did this for years, which culminated in a very large work, which I call ""The Triptych."" ",你冇辦法控制到底邊個會用呢道門 無論係你自己嘅人、人哋 好人抑或壞人 
"The Triptych was largely inspired by Hieronymus Bosch's ""[The] Garden of Earthly Delights,"" which is a painting in the [Museo del] Prado in Spain. ",所以呢個原因我認為 盡可能建立一個安全嘅網絡會比較好 
Do you guys know this painting? ,呢樣意味著將來 加密技術會令監聽更加困難 
"Good, it's a cool painting. ",意味著警察花喺拉人嘅時間會更艱巨 
"It's kind of ahead of its time, they say. ",但如果唔噉做嘅話 我哋就要活喺一個世界 任何人嘅通話、短訊都可以俾犯案嘅人 跟蹤者或者監視者 同埋外國情報機關監聽 
"So, ""The Triptych."" I'll walk you through this piece. ",而我唔想活喺噉樣嘅世界裡面 
"It weighs 24,000 pounds. ",所以宜家你可能會有工具阻止政府 喺你電話、喺你手機裡面 一早進行嘅好多唔同形式嘅監聽 你只係可能唔清楚啲工具 有幾強大、幾安全 或者調返轉你一直通訊嘅方式有幾渣 
"It's double-sided, so it's 36 feet of composition. ",所以我想帶出嘅訊息係 我哋需要用呢啲工具 
It's kind of weird. ,去保障我哋通話同短訊嘅保安 
"(Laughter) To the left, you have Jesus and the locusts. ",我希望你哋利用呢啲工具 
There's a cave where all these animal-headed creatures travel between two worlds. ,話俾你哋深愛嘅人、同事知 叫佢地用加密咗嘅通訊工具 
"They go from the representational world, to this analog-mesh underworld, where they're hiding. ",唔好因為平同易用就用佢哋 要因為有保安至好用佢哋 
"This is where the animal-headed creatures are by the lighthouse, and they're all about to commit mass suicide into the ocean. ",多謝 
The ocean is made up of thousands of elements. ,（掌聲） 
This is a bird god tied up to a battleship. ,
"(Laughter) Billy Graham is in the ocean; the Horizon from the oil spill; Waldo; Osama Bin Laden's shelter -- there's all kinds of weird stuff that you can find if you look really hard, in the ocean. ",我細個喺美國山脈地區 由女同性戀者湊大 我最初嚟到紐約嗰陣 我就好似一個森林野人 
"Anyway, this is a lady creature. ",（笑聲） 嗰時頭腦超混亂 我一陣番轉頭再講 
"She's coming out of the ocean, and she's spitting oil into one hand and she has clouds coming out of her other hand. ",我會由我八歲嗰時講起 
"Her hands are like scales, and she has the mythological reference of the Earth and cosmos in balance. ",我喺科羅拉多嗰陣拎咗個木盒 放咗一蚊美金、一枝筆 同一隻叉喺個盒入面 
"So that's one side of ""The Triptych."" ",我諗 500 年後會有某種人猿類動物 或者外星人發現呢個盒 從中知道我哋呢個物種點樣交換諗法 或者知道我哋點樣食意粉 
It's a little narrative thing. ,其實我都唔係好清楚自己做乜 
That's her hand that she's spitting into. ,總言之，呢個諗法都幾得意 因為三十年後嘅我仲整緊呢嗰盒 
"And then, when you go to the other side, she has like a trunk, like a bird's beak, and she's spitting clouds out of her trunk. ",我之前喺夏威夷嘅時候 鍾意行山、滑浪等等奇怪嘅活動 我嗰時仲砌緊一幅嘢俾我阿媽 
"Then she has an 18-foot-long serpent's tail that connects ""The Triptych."" ",我撕爛咗本字典 將啲碎紙砌到好似 艾格尼絲 . 馬丁嘅網格噉 然後喺上面倒滿樹脂 點知有隻蜜蜂痴住咗喺上面 
"Anyway, her tail catches on fire from the back of the volcano. ",因為我媽咪怕蜜蜂，而且會敏感 所以我唯有倒多啲樹脂落去 希望可以遮住隻蜜蜂 
(Laughter) I don't know why that happened. ,點知，事與願違 啲樹脂就好似放大鏡噉 將上面嘅野，包括蜜蜂，都放大咗 
"(Laughter) That happens, you know. ",噉我點收科？ 於是就整多幾個盒 
"Her tail terminates in a cycloptic eyeball, made out of 1986 terrorist cards. ",今次，我將電子零件 青蛙、街上執番嚟嘅樽 任何我搵到嘅嘢擺入去 因為我嘅人生一直都喺度尋尋覓覓 嘗試令唔同嘅物件之間有一個關係 用呢啲物件去串連一個故仔 
Have you guys seen those? ,於是我開始對住啲嘢畫呀畫 然後我發現 咦喂！原來我可以凌空畫！ 
"They were made in the 1980's, they're like baseball cards of terrorists. ",我可以畫出浮喺空中嘅線條 就好似喺案發現場圍住個屍體畫線噉 
